latitude,longitude,cluster,booking_type,ds,price_min,price_max
22.2705784,70.73857989999999,0,1,2024-05-22 04:08:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 04:25:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 04:33:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 04:44:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 04:48:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 04:51:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 04:53:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 05:12:00,-inf,2000033304.0
22.3038949,70.8022268,0,1,2024-05-22 05:20:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 05:20:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 05:24:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 05:27:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 05:32:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 05:56:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 05:57:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 06:02:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 06:02:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 06:05:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 06:05:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 06:06:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 06:06:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 06:08:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 06:09:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 06:24:00,-inf,2000033304.0
